LAMMPS data file via write_data

107 atoms
2 atom types

0.000000000 11.010000000 xlo xhi
0.000000000 11.010000000 ylo yhi
0.000000000 11.010000000 zlo zhi
0.000000000 0.000000000 0.000000000 xy xz yz

Atoms
   1   1     10.81018000     0.23007000     10.91263000
   2   1     3.18760000     0.44311000     0.13696000
   3   1     7.35442000     10.87835000     10.97190000
   4   1     10.70290000     3.56425000     10.83333000
   5   1     3.66013000     3.82871000     10.88035000
   6   1     6.91269000     3.56717000     0.02454000
   7   1     10.63963000     7.24648000     10.78720000
   8   1     3.66756000     7.43529000     10.92637000
   9   1     7.37128000     7.84955000     0.10855000
  10   1     10.57553000     10.67228000     3.77326000
  11   1     3.63578000     0.16087000     3.31391000
  12   1     7.52295000     10.95353000     3.50907000
  13   1     10.76323000     3.71082000     3.51190000
  14   1     3.40098000     3.60580000     3.84500000
  15   1     7.80005000     3.92848000     3.48474000
  16   1     0.08207000     7.39918000     3.74861000
  17   1     3.53066000     6.99815000     3.84208000
  18   1     7.13147000     7.04487000     3.74856000
  19   1     10.87449000     10.48884000     7.09431000
  20   1     3.53944000     10.85692000     7.48581000
  21   1     7.33161000     10.93433000     7.17241000
  22   1     0.14499000     3.66803000     7.41191000
  23   1     3.61074000     3.48942000     7.61368000
  24   1     7.06800000     3.47889000     7.48226000
  25   1     10.77384000     7.55713000     7.38179000
  26   1     3.93028000     7.05413000     7.39790000
  27   1     7.16429000     7.18863000     7.37877000
  28   2     10.73191000     1.93904000     1.50382000
  29   2     3.69528000     1.83664000     1.89187000
  30   2     7.22807000     1.71214000     1.92188000
  31   2     0.01784000     5.24242000     1.58725000
  32   2     3.37910000     5.33547000     1.90446000
  33   2     7.04394000     5.61435000     1.74564000
  34   2     0.11657000     9.17599000     1.90071000
  35   2     3.44949000     9.34008000     2.04676000
  36   2     7.22863000     9.07822000     2.21843000
  37   2     10.93291000     1.68772000     5.69937000
  38   2     3.73685000     1.55287000     5.31585000
  39   2     7.23673000     1.93902000     5.51332000
  40   2     10.47494000     5.35738000     5.87376000
  41   2     3.59606000     5.20559000     5.59336000
  42   2     7.27495000     5.58241000     5.47505000
  43   2     0.00799000     8.90818000     5.39290000
  44   2     3.63670000     8.84655000     5.56008000
  45   2     7.41600000     8.90790000     5.28652000
  46   2     0.07975000     1.99001000     9.01416000
  47   2     4.13951000     1.68020000     9.46780000
  48   2     7.25403000     1.71345000     9.31468000
  49   2     10.92002000     5.70698000     9.03043000
  50   2     4.23598000     5.66273000     9.14795000
  51   2     6.98301000     5.69870000     9.55416000
  52   2     10.73294000     9.18355000     9.17587000
  53   2     3.68564000     9.03082000     9.27341000
  54   2     7.29994000     9.31126000     9.05010000
  55   2     1.58387000     0.21190000     1.79006000
  56   2     5.32214000     10.68438000     1.69861000
  57   2     9.19441000     0.07878000     1.59098000
  58   2     1.86885000     3.46005000     1.78094000
  59   2     5.29822000     3.77741000     1.84773000
  60   2     9.10366000     3.69264000     1.45689000
  61   2     1.77690000     7.03236000     1.72256000
  62   2     5.33441000     7.49870000     1.96929000
  63   2     9.22546000     7.34584000     1.73841000
  64   2     1.94737000     10.83615000     5.70923000
  65   2     5.40987000     10.89813000     5.35048000
  66   2     9.12444000     0.07906000     5.62774000
  67   2     1.32693000     3.56459000     5.53448000
  68   2     5.43615000     3.49587000     5.75832000
  69   2     9.18891000     3.54222000     5.46503000
  70   2     1.84596000     7.18064000     5.79640000
  71   2     5.44658000     7.16992000     5.55527000
  72   2     9.21058000     7.44083000     5.62497000
  73   2     1.70352000     10.94037000     9.33286000
  74   2     5.43588000     10.95731000     9.17554000
  75   2     9.18621000     10.81326000     8.94814000
  76   2     1.76362000     4.07516000     9.09145000
  77   2     5.61978000     3.74795000     9.27897000
  78   2     9.12300000     3.73707000     8.97315000
  79   2     1.82105000     7.18118000     9.09861000
  80   2     5.75234000     7.66222000     9.05985000
  81   2     8.96367000     7.62553000     9.00259000
  82   2     1.85997000     2.18602000     10.74110000
  83   2     5.78237000     1.61525000     0.10136000
  84   2     8.82065000     1.99662000     10.99541000
  85   2     1.59972000     5.45609000     10.99125000
  86   2     5.36791000     5.94514000     0.04108000
  87   2     9.10566000     5.39539000     10.85297000
  88   2     1.33236000     9.02065000     10.70348000
  89   2     5.48919000     9.02626000     0.02472000
  90   2     9.20576000     9.45118000     10.80891000
  91   2     1.68190000     1.89275000     3.67561000
  92   2     5.51574000     1.83620000     3.58735000
  93   2     9.06457000     1.61676000     3.57468000
  94   2     1.69747000     5.19250000     3.73880000
  95   2     5.30398000     5.27388000     3.94301000
  96   2     9.17234000     5.85097000     3.72144000
  97   2     1.79012000     9.52668000     3.50097000
  98   2     5.15070000     9.19259000     3.67603000
  99   2     8.91419000     8.70712000     3.60162000
  100   2     2.02399000     1.79888000     7.78265000
  101   2     5.42030000     1.86214000     7.21265000
  102   2     9.05230000     1.88829000     7.25532000
  103   2     2.00467000     5.45181000     7.26009000
  104   2     5.71475000     5.36000000     7.50068000
  105   2     8.79172000     5.57190000     7.55633000
  106   2     2.27735000     9.01221000     7.47989000
  107   2     5.48466000     9.36750000     7.35825000
  108   2     8.63779000     9.13768000     7.35825000

